0,20001,1
1,20002,0
2,20003,0
3,20004,0
4,20005,0
5,20006,0
6,20007,0
7,20008,0
8,20009,0
9,20010,0
10,20011,0
11,20012,0
12,20013,0
13,20014,0
14,20015,0
15,20016,0
16,20017,0
17,20018,0
18,20019,0
19,20020,0
20,20021,0
21,20022,0
22,20023,0
23,20024,0
24,20025,1
25,20026,0
26,20027,0
27,20028,0
28,20029,0
29,20030,0
30,20031,0
31,20032,0
32,20033,0
33,20034,0
34,20035,0
35,20036,0
36,20037,0
37,20038,0
38,20039,0
39,20040,0
40,20041,0
41,20042,0
42,20043,0
43,20044,0
44,20045,1
45,20046,0
46,20047,0
47,20048,0
48,20049,0
49,20050,0
50,20051,0
51,20052,0
52,20053,0
53,20054,0
54,20055,0
55,20056,0
56,20057,0
57,20058,1
58,20059,0
59,20060,0
60,20061,0
61,20062,0
62,20063,0
63,20064,0
64,20065,0
65,20066,0
66,20067,1
67,20068,0
68,20069,0
69,20070,0
70,20071,0
71,20072,0
72,20073,0
73,20074,0
74,20075,0
75,20076,0
76,20077,1
77,20078,0
78,20079,0
79,20080,0
80,20081,0
81,20082,1
82,20083,0
83,20084,0
84,20085,0
85,20086,0
86,20087,0
87,20088,0
88,20089,0
89,20090,0
90,20091,0
91,20092,0
92,20093,0
93,20094,0
94,20095,0
95,20096,0
96,20097,0
97,20098,0
98,20099,0
99,20100,1
100,20101,0
101,20102,0
102,20103,0
103,20104,0
104,20105,0
105,20106,1
106,20107,0
107,20108,0
108,20109,0
109,20110,0
110,20111,0
111,20112,0
112,20113,0
113,20114,0
114,20115,0
115,20116,0
116,20117,0
117,20118,1
118,20119,0
119,20120,0
120,20121,0
121,20122,0
122,20123,0
123,20124,0
124,20125,0
125,20126,1
126,20127,0
127,20128,0
128,20129,1
129,20130,0
130,20131,0
131,20132,1
132,20133,0
133,20134,0
134,20135,0
135,20136,0
136,20137,0
137,20138,0
138,20139,0
139,20140,0
140,20141,0
141,20142,0
142,20143,0
143,20144,0
144,20145,1
145,20146,0
146,20147,0
147,20148,0
148,20149,0
149,20150,0
150,20151,0
151,20152,0
152,20153,0
153,20154,1
154,20155,0
155,20156,0
156,20157,0
157,20158,0
158,20159,1
159,20160,0
160,20161,0
161,20162,0
162,20163,0
163,20164,0
164,20165,0
165,20166,0
166,20167,0
167,20168,0
168,20169,0
169,20170,0
170,20171,0
171,20172,0
172,20173,0
173,20174,0
174,20175,0
175,20176,0
176,20177,0
177,20178,0
178,20179,0
179,20180,0
180,20181,0
181,20182,0
182,20183,0
183,20184,0
184,20185,0
185,20186,0
186,20187,0
187,20188,1
188,20189,0
189,20190,1
190,20191,0
191,20192,0
192,20193,0
193,20194,0
194,20195,0
195,20196,1
196,20197,0
197,20198,0
198,20199,0
199,20200,0
200,20201,0
201,20202,0
202,20203,0
203,20204,0
204,20205,0
205,20206,1
206,20207,0
207,20208,0
208,20209,0
209,20210,1
210,20211,0
211,20212,0
212,20213,0
213,20214,0
214,20215,0
215,20216,0
216,20217,0
217,20218,0
218,20219,0
219,20220,0
220,20221,0
221,20222,0
222,20223,0
223,20224,0
224,20225,0
225,20226,0
226,20227,1
227,20228,0
228,20229,0
229,20230,0
230,20231,0
231,20232,0
232,20233,1
233,20234,1
234,20235,0
235,20236,0
236,20237,0
237,20238,1
238,20239,0
239,20240,0
240,20241,0
241,20242,0
242,20243,0
243,20244,0
244,20245,0
245,20246,0
246,20247,0
247,20248,0
248,20249,0
249,20250,0
250,20251,0
251,20252,0
252,20253,0
253,20254,1
254,20255,0
255,20256,0
256,20257,0
257,20258,0
258,20259,0
259,20260,0
260,20261,0
